,ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
1879,1879,39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,yes
3710,3710,26,blue-collar,single,secondary,no,2007,no,no,cellular,13,jul,272,3,182,2,success,yes
4910,4910,32,services,single,unknown,no,2378,no,no,cellular,17,nov,1132,2,-1,0,unknown,yes
4336,4336,24,blue-collar,married,primary,no,656,yes,no,unknown,16,may,894,1,-1,0,unknown,yes
9146,9146,29,technician,single,secondary,no,309,yes,no,unknown,13,may,214,1,-1,0,unknown,no
4080,4080,78,management,married,unknown,no,1780,yes,no,cellular,25,oct,211,2,185,7,success,yes
3557,3557,29,unemployed,single,tertiary,no,70,no,no,cellular,25,may,393,1,-1,0,unknown,yes
3230,3230,45,management,married,tertiary,no,226,yes,no,cellular,15,feb,91,4,185,6,success,yes
4920,4920,35,technician,single,tertiary,no,1880,no,no,cellular,20,may,154,1,-1,0,unknown,yes
9246,9246,45,blue-collar,married,primary,no,351,yes,no,unknown,19,jun,66,1,-1,0,unknown,no
8190,8190,35,management,single,tertiary,no,2306,no,no,cellular,18,aug,86,7,-1,0,unknown,no
597,597,31,management,married,tertiary,no,0,yes,yes,cellular,28,jul,664,8,-1,0,unknown,yes
579,579,53,blue-collar,married,primary,no,343,yes,no,cellular,25,jul,616,5,-1,0,unknown,yes
8826,8826,48,technician,married,secondary,no,335,no,no,unknown,17,jun,214,3,-1,0,unknown,no
7168,7168,39,services,married,secondary,no,0,yes,no,cellular,8,may,503,1,-1,0,unknown,no
956,956,31,admin.,single,secondary,no,19,yes,no,cellular,18,nov,1978,1,-1,0,unknown,yes
4545,4545,22,self-employed,single,tertiary,no,780,no,no,cellular,17,mar,272,3,-1,0,unknown,yes
489,489,33,self-employed,divorced,secondary,no,1904,yes,no,cellular,17,jul,1584,2,-1,0,unknown,yes
7782,7782,33,entrepreneur,married,tertiary,no,114,no,yes,cellular,28,jul,57,3,-1,0,unknown,no
11077,11077,54,retired,divorced,tertiary,no,6102,yes,yes,unknown,21,may,86,6,-1,0,unknown,no
3916,3916,25,student,single,secondary,no,2975,no,no,cellular,2,sep,799,2,-1,0,unknown,yes
7216,7216,60,retired,married,secondary,no,2060,no,no,cellular,29,jun,135,4,95,4,failure,no
2960,2960,78,retired,married,tertiary,no,1204,no,no,telephone,17,nov,135,1,-1,0,unknown,yes
4008,4008,35,admin.,single,secondary,no,303,no,no,cellular,24,sep,173,2,190,10,other,yes
3229,3229,58,admin.,married,secondary,no,169,no,no,cellular,15,feb,216,1,91,4,success,yes
3669,3669,31,student,single,secondary,no,3511,no,no,cellular,2,jul,667,1,-1,0,unknown,yes
4456,4456,28,student,single,secondary,no,69,no,no,cellular,30,jan,532,2,-1,0,unknown,yes
1749,1749,37,management,single,tertiary,no,3141,no,no,cellular,4,may,384,2,-1,0,unknown,yes
10264,10264,38,admin.,single,unknown,no,446,yes,no,unknown,13,may,386,1,-1,0,unknown,no
10814,10814,56,technician,single,secondary,no,3499,yes,no,unknown,29,may,248,3,-1,0,unknown,no
3265,3265,60,admin.,married,secondary,no,106,no,no,cellular,24,feb,137,1,187,4,success,yes
8238,8238,46,management,married,tertiary,no,16,yes,no,cellular,6,may,304,1,-1,0,unknown,no
9555,9555,54,blue-collar,married,secondary,no,1070,no,no,cellular,18,nov,373,4,-1,0,unknown,no
10252,10252,43,management,married,tertiary,no,136,no,no,cellular,6,aug,120,2,-1,0,unknown,no
10990,10990,31,technician,single,tertiary,yes,24,no,no,cellular,21,aug,246,2,-1,0,unknown,no
5936,5936,39,blue-collar,married,secondary,no,284,yes,yes,cellular,17,apr,1426,2,318,6,failure,no
2294,2294,28,self-employed,single,tertiary,no,3290,no,no,cellular,5,jun,201,2,-1,0,unknown,yes
698,698,46,blue-collar,married,primary,no,874,no,no,cellular,6,aug,996,1,-1,0,unknown,yes
8774,8774,33,admin.,married,tertiary,no,205,no,no,unknown,1,jul,156,2,-1,0,unknown,no
5212,5212,27,technician,single,tertiary,no,931,yes,no,cellular,4,feb,1078,1,-1,0,unknown,yes
7909,7909,32,services,single,secondary,no,0,no,yes,cellular,11,jul,333,2,-1,0,unknown,no
1906,1906,46,technician,married,secondary,no,3,yes,yes,cellular,12,may,614,3,-1,0,unknown,yes
626,626,60,retired,divorced,secondary,no,1091,no,no,cellular,30,jul,441,5,-1,0,unknown,yes
1188,1188,54,services,married,unknown,no,0,yes,no,cellular,5,feb,686,2,267,1,other,yes
4584,4584,49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes
9595,9595,31,services,single,secondary,no,671,yes,no,unknown,7,may,193,3,-1,0,unknown,no
7513,7513,46,technician,married,secondary,no,0,no,no,cellular,28,aug,63,2,-1,0,unknown,no
9466,9466,43,unemployed,divorced,secondary,no,1854,no,no,cellular,13,nov,131,2,197,1,success,no
4397,4397,40,technician,married,secondary,no,2266,no,no,cellular,16,oct,447,1,147,5,failure,yes
6725,6725,38,blue-collar,married,unknown,no,0,yes,no,cellular,2,apr,477,2,267,1,failure,no
3099,3099,77,retired,married,secondary,no,4112,no,no,telephone,26,jan,1616,1,95,2,success,yes
3008,3008,66,retired,married,unknown,no,2540,no,no,telephone,10,dec,441,2,156,1,other,yes
5060,5060,72,retired,married,primary,no,4657,no,no,telephone,23,mar,255,1,91,8,success,yes
2319,2319,47,management,single,tertiary,no,372,no,no,cellular,15,jun,257,1,-1,0,unknown,yes
3539,3539,84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,unknown,yes
248,248,56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,yes
1927,1927,34,blue-collar,married,secondary,no,1089,yes,no,cellular,13,may,394,3,-1,0,unknown,yes
6394,6394,48,services,married,secondary,no,2850,yes,no,cellular,6,aug,107,3,-1,0,unknown,no
2238,2238,26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success,yes
93,93,31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,1022,4,-1,0,unknown,yes
10647,10647,31,technician,single,secondary,no,433,no,no,cellular,11,aug,1504,2,-1,0,unknown,no
1665,1665,48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,1,79,1,success,yes
6995,6995,35,technician,single,tertiary,no,0,yes,no,telephone,28,aug,46,2,-1,0,unknown,no
4656,4656,60,retired,married,tertiary,no,2557,yes,no,cellular,2,feb,415,1,-1,0,unknown,yes
9328,9328,29,services,single,secondary,no,9,no,yes,cellular,8,jul,202,2,-1,0,unknown,no
49,49,48,blue-collar,divorced,primary,no,24,yes,no,unknown,14,may,832,1,-1,0,unknown,yes
10846,10846,49,services,single,secondary,no,1884,yes,no,cellular,8,may,43,1,-1,0,unknown,no
4272,4272,30,technician,single,tertiary,no,655,no,no,cellular,6,oct,384,2,-1,0,unknown,yes
9364,9364,47,management,married,tertiary,no,2475,yes,no,cellular,20,nov,1476,4,-1,0,unknown,no
10214,10214,35,self-employed,single,secondary,no,951,yes,no,cellular,19,nov,220,2,-1,0,unknown,no
5107,5107,59,management,married,tertiary,no,474,no,no,cellular,21,aug,252,1,-1,0,unknown,yes
8149,8149,36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,1,91,11,failure,no
2549,2549,26,management,single,tertiary,no,828,yes,no,cellular,17,aug,156,1,199,1,failure,yes
10900,10900,37,admin.,married,secondary,no,36,yes,no,unknown,13,may,428,1,-1,0,unknown,no
9075,9075,36,management,married,tertiary,no,2326,yes,no,cellular,20,nov,7,5,-1,0,unknown,no
5341,5341,61,retired,married,primary,no,296,yes,yes,unknown,3,jun,323,2,-1,0,unknown,no
4627,4627,34,technician,single,tertiary,no,6529,no,no,cellular,14,aug,505,2,-1,0,unknown,yes
4599,4599,35,technician,single,secondary,no,344,no,no,cellular,27,aug,519,16,-1,0,unknown,yes
5113,5113,56,management,married,unknown,no,4623,no,no,cellular,25,feb,305,1,192,1,success,yes
10807,10807,30,management,single,tertiary,no,1191,no,no,cellular,11,aug,381,4,-1,0,unknown,no
544,544,46,management,divorced,tertiary,no,2166,yes,no,cellular,23,jul,870,1,-1,0,unknown,yes
10037,10037,51,blue-collar,married,primary,no,5050,no,yes,unknown,16,jun,75,7,-1,0,unknown,no
3249,3249,82,retired,married,secondary,no,121,no,no,telephone,19,feb,330,1,-1,0,unknown,yes
4831,4831,29,technician,married,secondary,no,95,no,yes,cellular,3,feb,172,3,-1,0,unknown,yes
243,243,43,blue-collar,single,secondary,no,318,yes,no,unknown,5,jun,736,2,-1,0,unknown,yes
3977,3977,29,management,married,tertiary,no,247,no,no,cellular,16,sep,143,2,587,3,failure,yes
10520,10520,27,services,married,secondary,no,94,yes,no,unknown,15,may,352,2,-1,0,unknown,no
7323,7323,41,technician,single,secondary,no,30,no,no,unknown,23,may,1003,1,-1,0,unknown,no
9608,9608,55,admin.,married,primary,no,319,no,no,cellular,21,nov,124,3,-1,0,unknown,no
4564,4564,32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,1,85,2,success,yes
8661,8661,31,services,single,tertiary,no,1626,no,no,unknown,31,jul,15,1,-1,0,unknown,no
9031,9031,72,retired,married,primary,no,0,no,no,cellular,29,dec,215,2,-1,0,unknown,no
10321,10321,33,technician,married,secondary,no,3572,yes,no,cellular,18,nov,85,2,-1,0,unknown,no
7362,7362,32,technician,single,secondary,no,5205,no,no,cellular,20,nov,352,1,-1,0,unknown,no
10000,10000,34,technician,single,tertiary,no,122,no,no,unknown,27,may,73,5,-1,0,unknown,no
10803,10803,30,services,divorced,secondary,no,0,no,no,cellular,29,jan,89,1,-1,0,unknown,no
2054,2054,32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,yes
7273,7273,39,services,single,secondary,no,322,yes,no,cellular,11,may,35,1,350,1,failure,no
3062,3062,31,technician,single,secondary,no,2544,no,no,cellular,12,jan,229,1,279,2,success,yes
1972,1972,32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,0,unknown,yes
8134,8134,26,blue-collar,single,secondary,no,8,yes,no,cellular,13,may,167,1,-1,0,unknown,no
4991,4991,42,management,married,tertiary,no,294,no,no,cellular,26,aug,513,1,-1,0,unknown,yes
520,520,54,technician,divorced,secondary,no,859,no,yes,cellular,21,jul,710,1,-1,0,unknown,yes
2787,2787,28,management,single,tertiary,no,80,no,no,cellular,20,oct,676,2,146,2,failure,yes
2044,2044,51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,375,1,failure,yes
5140,5140,50,management,married,tertiary,no,5969,no,no,cellular,25,jan,455,1,544,2,failure,yes
1413,1413,44,blue-collar,single,secondary,no,712,yes,yes,cellular,6,apr,740,3,-1,0,unknown,yes
2855,2855,50,technician,married,secondary,no,3654,no,no,cellular,29,oct,215,2,78,2,other,yes
5046,5046,29,management,single,tertiary,no,572,yes,no,telephone,8,nov,319,1,-1,0,unknown,yes
9069,9069,39,blue-collar,divorced,primary,no,3,no,yes,unknown,1,jul,625,1,-1,0,unknown,no
2977,2977,29,technician,single,secondary,no,1165,no,no,cellular,3,dec,244,2,184,1,success,yes
4108,4108,68,retired,married,secondary,no,1146,no,no,cellular,16,nov,212,1,187,6,success,yes
6816,6816,42,technician,married,secondary,no,827,no,no,cellular,25,aug,153,3,-1,0,unknown,no
6,6,56,management,married,tertiary,no,830,yes,yes,unknown,6,may,1201,1,-1,0,unknown,yes
7264,7264,40,services,divorced,secondary,no,49,no,yes,cellular,18,jul,191,1,-1,0,unknown,no
9015,9015,71,retired,married,secondary,no,3,no,no,cellular,13,aug,1175,3,189,1,other,no
5386,5386,39,management,married,tertiary,no,3518,yes,no,cellular,8,may,440,1,-1,0,unknown,no
5220,5220,61,retired,married,tertiary,no,3140,yes,yes,cellular,6,aug,975,4,98,1,unknown,yes
9045,9045,53,management,married,tertiary,no,0,yes,no,cellular,14,jul,85,3,-1,0,unknown,no
2508,2508,38,blue-collar,married,secondary,no,1165,yes,no,cellular,13,aug,784,3,94,10,failure,yes
1068,1068,41,entrepreneur,married,primary,no,39,yes,no,cellular,21,nov,549,2,-1,0,unknown,yes
109,109,41,blue-collar,married,primary,no,1250,yes,no,unknown,20,may,1392,2,-1,0,unknown,yes
1282,1282,62,housemaid,married,unknown,no,2021,no,no,telephone,26,feb,361,1,-1,0,unknown,yes
6516,6516,51,admin.,married,primary,no,1330,yes,no,unknown,15,may,415,8,-1,0,unknown,no
8017,8017,35,management,married,unknown,no,1128,yes,no,unknown,4,jun,457,1,-1,0,unknown,no
7742,7742,42,technician,married,secondary,no,534,no,no,cellular,5,aug,314,1,-1,0,unknown,no
1763,1763,33,technician,married,secondary,no,2044,yes,no,cellular,4,may,532,3,-1,0,unknown,yes
6599,6599,68,retired,married,tertiary,no,2820,no,no,cellular,5,mar,158,1,92,3,success,no
5873,5873,38,services,married,secondary,no,8876,no,no,cellular,2,feb,280,1,75,1,failure,no
10365,10365,45,admin.,married,secondary,no,46,yes,no,cellular,5,may,234,1,-1,0,unknown,no
10749,10749,53,technician,married,tertiary,no,431,yes,no,cellular,5,may,55,1,328,1,failure,no
6108,6108,55,blue-collar,married,unknown,no,6134,no,no,cellular,6,aug,127,2,-1,0,unknown,no
5437,5437,32,management,single,tertiary,no,307,no,no,cellular,25,jan,96,1,201,3,success,no
4026,4026,22,admin.,single,secondary,no,372,no,no,cellular,6,oct,218,1,-1,0,unknown,yes
2104,2104,32,services,single,secondary,no,3993,no,no,cellular,22,may,148,2,-1,0,unknown,yes
1307,1307,47,technician,married,secondary,no,293,no,no,cellular,3,mar,499,1,-1,0,unknown,yes
2955,2955,75,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,yes
7698,7698,47,management,divorced,tertiary,no,8226,yes,no,cellular,30,jul,137,2,-1,0,unknown,no
5194,5194,38,management,divorced,secondary,no,257,yes,no,cellular,30,apr,435,1,-1,0,unknown,yes
11078,11078,33,management,married,tertiary,no,516,yes,no,cellular,19,nov,245,4,-1,0,unknown,no
2768,2768,50,management,married,tertiary,no,469,no,no,cellular,16,oct,170,1,183,1,success,yes
162,162,28,student,single,secondary,no,949,yes,no,unknown,28,may,1730,1,-1,0,unknown,yes
7368,7368,30,technician,single,secondary,no,458,no,no,cellular,20,nov,51,7,-1,0,unknown,no
6166,6166,34,management,married,tertiary,no,417,yes,no,cellular,18,nov,138,1,-1,0,unknown,no
2109,2109,27,management,single,tertiary,no,616,yes,no,cellular,22,may,685,1,101,1,other,yes
380,380,41,blue-collar,single,secondary,yes,1085,yes,yes,cellular,7,jul,599,1,-1,0,unknown,yes
9868,9868,51,admin.,married,secondary,no,4178,yes,no,unknown,30,may,556,1,-1,0,unknown,no
2520,2520,45,management,single,tertiary,no,2067,yes,no,cellular,13,aug,393,2,462,1,success,yes
6907,6907,60,self-employed,married,primary,no,46,yes,no,unknown,6,may,202,4,-1,0,unknown,no
11152,11152,34,housemaid,married,secondary,no,390,yes,no,cellular,15,jul,659,3,-1,0,unknown,no
289,289,47,housemaid,single,tertiary,no,3727,no,no,unknown,12,jun,993,6,-1,0,unknown,yes
8787,8787,49,management,single,tertiary,no,1350,yes,yes,cellular,11,may,716,1,-1,0,unknown,no
8734,8734,35,management,single,tertiary,no,4348,yes,no,cellular,2,apr,1074,3,217,8,failure,no
3832,3832,33,technician,single,secondary,no,2979,no,no,cellular,5,aug,326,2,437,1,failure,yes
7219,7219,30,management,single,tertiary,no,349,no,no,cellular,12,aug,180,3,-1,0,unknown,no
1633,1633,72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,444,1,-1,0,unknown,yes
2858,2858,61,management,married,tertiary,no,477,yes,no,cellular,29,oct,377,1,520,1,other,yes
7839,7839,30,services,single,primary,no,5746,yes,no,telephone,20,nov,125,2,-1,0,unknown,no
3753,3753,54,management,divorced,tertiary,no,5475,no,no,cellular,22,jul,321,4,-1,0,unknown,yes
7411,7411,55,unemployed,married,primary,no,1221,no,yes,cellular,8,jul,108,1,-1,0,unknown,no
7237,7237,42,self-employed,married,tertiary,no,1932,yes,no,unknown,16,may,192,32,-1,0,unknown,no
4844,4844,45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,182,1,107,2,other,yes
3025,3025,57,management,divorced,unknown,no,2986,no,no,cellular,17,dec,222,2,231,1,failure,yes
1281,1281,71,retired,married,tertiary,no,653,no,no,telephone,26,feb,367,1,-1,0,unknown,yes
1290,1290,28,technician,single,tertiary,no,2489,yes,no,telephone,27,feb,342,2,-1,0,unknown,yes
5197,5197,24,blue-collar,single,secondary,no,833,yes,no,cellular,15,may,956,1,-1,0,unknown,yes
7325,7325,42,services,married,secondary,no,108,yes,yes,cellular,13,may,225,2,365,7,failure,no
126,126,35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,yes
44,44,52,management,married,unknown,no,2240,yes,no,unknown,13,may,845,1,-1,0,unknown,yes
7789,7789,33,management,single,tertiary,no,369,no,no,cellular,25,aug,143,10,-1,0,unknown,no
2642,2642,30,admin.,single,secondary,no,2568,no,no,cellular,4,sep,563,1,100,4,other,yes
2512,2512,50,services,married,secondary,no,3169,no,no,cellular,13,aug,399,1,430,1,failure,yes
1287,1287,25,technician,single,secondary,no,1231,yes,no,cellular,27,feb,412,5,-1,0,unknown,yes
2262,2262,32,management,married,tertiary,no,4945,no,no,cellular,4,jun,160,1,119,2,other,yes
5690,5690,35,technician,divorced,secondary,no,0,no,no,cellular,25,aug,124,4,-1,0,unknown,no
7155,7155,39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
9259,9259,30,management,single,tertiary,no,640,no,no,cellular,6,feb,124,4,213,2,failure,no
8490,8490,28,services,single,secondary,no,217,yes,no,cellular,9,feb,379,3,-1,0,unknown,no
7520,7520,52,management,divorced,secondary,no,944,no,yes,unknown,9,jun,119,1,-1,0,unknown,no
4997,4997,32,technician,single,tertiary,no,654,yes,no,cellular,25,may,615,4,-1,0,unknown,yes
1403,1403,26,blue-collar,single,secondary,no,5005,no,yes,cellular,3,apr,117,1,-1,0,unknown,yes
1658,1658,29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,1,85,1,success,yes
2904,2904,49,management,married,primary,no,3371,no,no,cellular,11,nov,269,2,-1,0,unknown,yes
3199,3199,35,management,married,tertiary,no,0,yes,no,cellular,11,feb,391,2,92,5,success,yes
4579,4579,48,management,single,tertiary,no,334,yes,no,cellular,28,sep,600,2,92,12,success,yes
8267,8267,44,technician,single,secondary,no,29,yes,no,unknown,5,may,151,1,-1,0,unknown,no
5058,5058,32,blue-collar,married,secondary,no,225,yes,no,cellular,17,apr,574,1,150,1,failure,yes
4173,4173,24,management,single,tertiary,no,1506,no,no,cellular,12,jun,239,2,95,4,success,yes
7448,7448,34,blue-collar,single,tertiary,no,1168,no,no,cellular,6,feb,163,2,-1,0,unknown,no
3340,3340,71,retired,married,tertiary,no,3561,no,no,telephone,15,mar,577,7,-1,0,unknown,yes
2251,2251,37,management,married,tertiary,no,108,yes,yes,cellular,4,jun,262,2,-1,0,unknown,yes
10242,10242,57,management,married,tertiary,no,5,yes,no,cellular,8,jul,96,1,-1,0,unknown,no
6441,6441,32,blue-collar,married,primary,no,1518,yes,no,telephone,6,feb,35,3,-1,0,unknown,no
3154,3154,41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,yes
11128,11128,40,blue-collar,married,primary,no,2171,yes,no,unknown,9,may,97,1,-1,0,unknown,no
8117,8117,34,technician,married,secondary,no,0,no,no,cellular,28,aug,183,10,-1,0,unknown,no
9592,9592,34,admin.,single,secondary,no,1581,yes,yes,unknown,20,may,52,11,-1,0,unknown,no
1439,1439,38,technician,married,tertiary,no,206,no,no,cellular,8,apr,350,2,-1,0,unknown,yes
5596,5596,42,services,married,primary,no,473,yes,no,cellular,30,jan,54,1,-1,0,unknown,no
9459,9459,29,blue-collar,married,secondary,no,508,yes,yes,unknown,19,jun,262,5,-1,0,unknown,no
995,995,32,blue-collar,married,secondary,no,254,yes,no,cellular,19,nov,1720,3,-1,0,unknown,yes
8896,8896,37,admin.,married,secondary,no,0,yes,no,cellular,22,jul,185,1,-1,0,unknown,no
11093,11093,31,unemployed,single,secondary,no,209,yes,no,cellular,6,may,193,1,-1,0,unknown,no
7637,7637,55,admin.,married,secondary,no,183,yes,no,unknown,6,may,150,1,-1,0,unknown,no
2291,2291,31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success,yes
9496,9496,30,technician,divorced,secondary,no,3100,yes,no,unknown,21,may,154,4,-1,0,unknown,no
